,year_event,country_event_x,event_x,country_event_y,event_y
393,1971,Switzerland,A referendum granting women the right to vote in federal elections was approved with sixty-six percent of the vote.,Greek," Halki seminary, Orthodoxy's most prominent theological school, is closed by the Turkish government. Despite international pressure for its reopening, it remains closed ever since."
394,1971,United Kingdom,Decimal Day; the United Kingdom introduces a decimalized currency.,Greek," Halki seminary, Orthodoxy's most prominent theological school, is closed by the Turkish government. Despite international pressure for its reopening, it remains closed ever since."
395,1972,Germany,"1972 Summer Olympics: The Olympic games opened in Munich, in West Germany.",Greek, Ecclesiastical coup in Cyprus fails to remove Makarios from the Presidency.
396,1972,Iceland,Exclusive economic zone extended to 50 nautical miles.[citation needed],Greek, Ecclesiastical coup in Cyprus fails to remove Makarios from the Presidency.
397,1972,Ireland,The Parliament of Northern Ireland is prorogued (and abolished the following year).,Greek, Ecclesiastical coup in Cyprus fails to remove Makarios from the Presidency.
398,1972,Malta,Malta enters into a Military Base Agreement with the United Kingdom and other NATO countries.,Greek, Ecclesiastical coup in Cyprus fails to remove Makarios from the Presidency.
399,1972,Romania,"In order to develop a ""multilaterally socialist society"", Nicolae Ceauşescu starts urban planning, following the ideologies of North Korea. The face of the country is completely changed in the years to come;",Greek, Ecclesiastical coup in Cyprus fails to remove Makarios from the Presidency.
400,1972,United Kingdom,The United Kingdom signs the Treaty of Accession in a ceremony in Brussels which was attended by Prime Minister Edward Heath in preparedness for membership of the European Communities from 1 January 1973.,Greek, Ecclesiastical coup in Cyprus fails to remove Makarios from the Presidency.
401,1973,Cyprus,The Turks emerged from their enclaves.,Greek," Dictator George Papadopoulos declares Greece a republic and himself President, thus deposing King Constantine II via abolishing the monarchy."
402,1973,Cyprus,The Turks emerged from their enclaves.,Greek, End of the Athens Polytechnic uprising. A total of 24 civilians and students are killed.
403,1973,Cyprus,The Turks emerged from their enclaves.,Greek, Military coup by General Dimitrios Ioannides ousts Papadopoulos. Military law is reinstated.
404,1973,Cyprus,The Turks emerged from their enclaves.,Luxembourgo,National Library of Luxembourg relocates to former Athénée building.
405,1973,Cyprus,The Turks emerged from their enclaves.,Luxembourgo,Rugby Club Luxembourg formed.
406,1973,Germany,East and West Germany were admitted to the United Nations (UN).,Greek," Dictator George Papadopoulos declares Greece a republic and himself President, thus deposing King Constantine II via abolishing the monarchy."
407,1973,Germany,East and West Germany were admitted to the United Nations (UN).,Greek, End of the Athens Polytechnic uprising. A total of 24 civilians and students are killed.
408,1973,Germany,East and West Germany were admitted to the United Nations (UN).,Greek, Military coup by General Dimitrios Ioannides ousts Papadopoulos. Military law is reinstated.
409,1973,Germany,East and West Germany were admitted to the United Nations (UN).,Luxembourgo,National Library of Luxembourg relocates to former Athénée building.
410,1973,Germany,East and West Germany were admitted to the United Nations (UN).,Luxembourgo,Rugby Club Luxembourg formed.
411,1973,Iceland,Volcanic eruption in Vestmannaeyjar.[citation needed],Greek," Dictator George Papadopoulos declares Greece a republic and himself President, thus deposing King Constantine II via abolishing the monarchy."
412,1973,Iceland,Volcanic eruption in Vestmannaeyjar.[citation needed],Greek, End of the Athens Polytechnic uprising. A total of 24 civilians and students are killed.
413,1973,Iceland,Volcanic eruption in Vestmannaeyjar.[citation needed],Greek, Military coup by General Dimitrios Ioannides ousts Papadopoulos. Military law is reinstated.
414,1973,Iceland,Volcanic eruption in Vestmannaeyjar.[citation needed],Luxembourgo,National Library of Luxembourg relocates to former Athénée building.
415,1973,Iceland,Volcanic eruption in Vestmannaeyjar.[citation needed],Luxembourgo,Rugby Club Luxembourg formed.
416,1973,Ireland,Ireland joins the European Community along with the United Kingdom and Denmark.,Greek," Dictator George Papadopoulos declares Greece a republic and himself President, thus deposing King Constantine II via abolishing the monarchy."
417,1973,Ireland,Ireland joins the European Community along with the United Kingdom and Denmark.,Greek, End of the Athens Polytechnic uprising. A total of 24 civilians and students are killed.
418,1973,Ireland,Ireland joins the European Community along with the United Kingdom and Denmark.,Greek, Military coup by General Dimitrios Ioannides ousts Papadopoulos. Military law is reinstated.
419,1973,Ireland,Ireland joins the European Community along with the United Kingdom and Denmark.,Luxembourgo,National Library of Luxembourg relocates to former Athénée building.
420,1973,Ireland,Ireland joins the European Community along with the United Kingdom and Denmark.,Luxembourgo,Rugby Club Luxembourg formed.
421,1973,Ireland,The Northern Ireland Assembly is elected.,Greek," Dictator George Papadopoulos declares Greece a republic and himself President, thus deposing King Constantine II via abolishing the monarchy."
422,1973,Ireland,The Northern Ireland Assembly is elected.,Greek, End of the Athens Polytechnic uprising. A total of 24 civilians and students are killed.
423,1973,Ireland,The Northern Ireland Assembly is elected.,Greek, Military coup by General Dimitrios Ioannides ousts Papadopoulos. Military law is reinstated.
424,1973,Ireland,The Northern Ireland Assembly is elected.,Luxembourgo,National Library of Luxembourg relocates to former Athénée building.
425,1973,Ireland,The Northern Ireland Assembly is elected.,Luxembourgo,Rugby Club Luxembourg formed.
426,1973,Malta,Malta decriminalises homosexuality.,Greek," Dictator George Papadopoulos declares Greece a republic and himself President, thus deposing King Constantine II via abolishing the monarchy."
427,1973,Malta,Malta decriminalises homosexuality.,Greek, End of the Athens Polytechnic uprising. A total of 24 civilians and students are killed.
428,1973,Malta,Malta decriminalises homosexuality.,Greek, Military coup by General Dimitrios Ioannides ousts Papadopoulos. Military law is reinstated.
429,1973,Malta,Malta decriminalises homosexuality.,Luxembourgo,National Library of Luxembourg relocates to former Athénée building.
430,1973,Malta,Malta decriminalises homosexuality.,Luxembourgo,Rugby Club Luxembourg formed.
431,1973,Portugal,"Amílcar Cabral, leader of the PAIGC, is assassinated in Conakry by a disgruntled former associate under influence of the Portuguese Political Police DGS.",Greek," Dictator George Papadopoulos declares Greece a republic and himself President, thus deposing King Constantine II via abolishing the monarchy."
432,1973,Portugal,"Amílcar Cabral, leader of the PAIGC, is assassinated in Conakry by a disgruntled former associate under influence of the Portuguese Political Police DGS.",Greek, End of the Athens Polytechnic uprising. A total of 24 civilians and students are killed.
433,1973,Portugal,"Amílcar Cabral, leader of the PAIGC, is assassinated in Conakry by a disgruntled former associate under influence of the Portuguese Political Police DGS.",Greek, Military coup by General Dimitrios Ioannides ousts Papadopoulos. Military law is reinstated.
434,1973,Portugal,"Amílcar Cabral, leader of the PAIGC, is assassinated in Conakry by a disgruntled former associate under influence of the Portuguese Political Police DGS.",Luxembourgo,National Library of Luxembourg relocates to former Athénée building.
435,1973,Portugal,"Amílcar Cabral, leader of the PAIGC, is assassinated in Conakry by a disgruntled former associate under influence of the Portuguese Political Police DGS.",Luxembourgo,Rugby Club Luxembourg formed.
436,1973,Russia,"Vietnam War: The Paris Peace Accords pledged the signatory parties to ""respect the independence, sovereignty, unity, and territorial integrity of Vietnam as recognized by the 1954 Geneva Agreements on Vietnam,"" and promised a complete withdrawal of United States forces from Vietnam and Laos.",Greek," Dictator George Papadopoulos declares Greece a republic and himself President, thus deposing King Constantine II via abolishing the monarchy."
437,1973,Russia,"Vietnam War: The Paris Peace Accords pledged the signatory parties to ""respect the independence, sovereignty, unity, and territorial integrity of Vietnam as recognized by the 1954 Geneva Agreements on Vietnam,"" and promised a complete withdrawal of United States forces from Vietnam and Laos.",Greek, End of the Athens Polytechnic uprising. A total of 24 civilians and students are killed.
438,1973,Russia,"Vietnam War: The Paris Peace Accords pledged the signatory parties to ""respect the independence, sovereignty, unity, and territorial integrity of Vietnam as recognized by the 1954 Geneva Agreements on Vietnam,"" and promised a complete withdrawal of United States forces from Vietnam and Laos.",Greek, Military coup by General Dimitrios Ioannides ousts Papadopoulos. Military law is reinstated.
439,1973,Russia,"Vietnam War: The Paris Peace Accords pledged the signatory parties to ""respect the independence, sovereignty, unity, and territorial integrity of Vietnam as recognized by the 1954 Geneva Agreements on Vietnam,"" and promised a complete withdrawal of United States forces from Vietnam and Laos.",Luxembourgo,National Library of Luxembourg relocates to former Athénée building.
440,1973,Russia,"Vietnam War: The Paris Peace Accords pledged the signatory parties to ""respect the independence, sovereignty, unity, and territorial integrity of Vietnam as recognized by the 1954 Geneva Agreements on Vietnam,"" and promised a complete withdrawal of United States forces from Vietnam and Laos.",Luxembourgo,Rugby Club Luxembourg formed.
441,1973,Spain,Spanish miracle: The period ended.,Greek," Dictator George Papadopoulos declares Greece a republic and himself President, thus deposing King Constantine II via abolishing the monarchy."
442,1973,Spain,Spanish miracle: The period ended.,Greek, End of the Athens Polytechnic uprising. A total of 24 civilians and students are killed.
443,1973,Spain,Spanish miracle: The period ended.,Greek, Military coup by General Dimitrios Ioannides ousts Papadopoulos. Military law is reinstated.
444,1973,Spain,Spanish miracle: The period ended.,Luxembourgo,National Library of Luxembourg relocates to former Athénée building.
445,1973,Spain,Spanish miracle: The period ended.,Luxembourgo,Rugby Club Luxembourg formed.
446,1973,Sweden,Norrmalmstorg bank robbery and hostage crisis,Greek," Dictator George Papadopoulos declares Greece a republic and himself President, thus deposing King Constantine II via abolishing the monarchy."
447,1973,Sweden,Norrmalmstorg bank robbery and hostage crisis,Greek, End of the Athens Polytechnic uprising. A total of 24 civilians and students are killed.
448,1973,Sweden,Norrmalmstorg bank robbery and hostage crisis,Greek, Military coup by General Dimitrios Ioannides ousts Papadopoulos. Military law is reinstated.
449,1973,Sweden,Norrmalmstorg bank robbery and hostage crisis,Luxembourgo,National Library of Luxembourg relocates to former Athénée building.
450,1973,Sweden,Norrmalmstorg bank robbery and hostage crisis,Luxembourgo,Rugby Club Luxembourg formed.
451,1973,United Kingdom,The United Kingdom joins and becomes a member state of the European Communities.,Greek," Dictator George Papadopoulos declares Greece a republic and himself President, thus deposing King Constantine II via abolishing the monarchy."
452,1973,United Kingdom,The United Kingdom joins and becomes a member state of the European Communities.,Greek, End of the Athens Polytechnic uprising. A total of 24 civilians and students are killed.
453,1973,United Kingdom,The United Kingdom joins and becomes a member state of the European Communities.,Greek, Military coup by General Dimitrios Ioannides ousts Papadopoulos. Military law is reinstated.
454,1973,United Kingdom,The United Kingdom joins and becomes a member state of the European Communities.,Luxembourgo,National Library of Luxembourg relocates to former Athénée building.
455,1973,United Kingdom,The United Kingdom joins and becomes a member state of the European Communities.,Luxembourgo,Rugby Club Luxembourg formed.
456,1974,Belgium,1974 Belgian general election,Greek," The Greek regime sponsors a coup d'état in Nicosia, replacing President Makarios III with Nikos Sampson."
457,1974,Belgium,1974 Belgian general election,Greek, Turkey invades Cyprus.
458,1974,Belgium,1974 Belgian general election,Greek, Nikos Sampson is removed from office and replaced with Glafkos Klerides. The coup regime ends. A general ceasefire is declared.
459,1974,Belgium,1974 Belgian general election,Greek, Junta-appointed President Phaedon Gizikis calls a meeting of old guard politicians with the participation of the commanders of the armed forces. Konstantinos Karamanlis is chosen to assume the premiership.
460,1974,Belgium,1974 Belgian general election,Greek, Constantine Karamanlis returns with the French Presidential jet. Democracy in Athens is restored.
461,1974,Belgium,1974 Belgian general election,Greek," Second phase of the Attila Operation in Cyprus. The Turkish forces advance capturing the 37% of the island. A total of about 3,000 are killed or missing. Another 200,000 become refugees."
462,1974,Belgium,1974 Belgian general election,Greek," Greece withdraws its forces from NATO's military command structure, as a result of the Turkish invasion of Cyprus.[20][21]"
463,1974,Belgium,1974 Belgian general election,Greek, TWA Flight 841 crashes into the Ionian Sea. All 79 passengers and 9 crew members are killed.
464,1974,Belgium,1974 Belgian general election,Greek," Death of Spyridon Marinatos, one of the premier Greek archaeologists of the 20th century."
465,1974,Belgium,1974 Belgian general election,Greek, Makarios returns as President in Cyprus.
466,1974,Belgium,1974 Belgian general election,Greek," With a national referendum, the monarchy is not restored and a parliamentary republic is established."
467,1974,Belgium,1974 Belgian general election,Greek," President pro tempore Phaedon Gizikis is replaced by Michail Stasinopoulos, the first duly elected President of the Third Hellenic Republic."
468,1974,Croatia,"The 1974 Yugoslav Constitution came into force, establishing a nine-member Presidency of Yugoslavia of which Tito was president for Life.",Greek," The Greek regime sponsors a coup d'état in Nicosia, replacing President Makarios III with Nikos Sampson."
469,1974,Croatia,"The 1974 Yugoslav Constitution came into force, establishing a nine-member Presidency of Yugoslavia of which Tito was president for Life.",Greek, Turkey invades Cyprus.
470,1974,Croatia,"The 1974 Yugoslav Constitution came into force, establishing a nine-member Presidency of Yugoslavia of which Tito was president for Life.",Greek, Nikos Sampson is removed from office and replaced with Glafkos Klerides. The coup regime ends. A general ceasefire is declared.
471,1974,Croatia,"The 1974 Yugoslav Constitution came into force, establishing a nine-member Presidency of Yugoslavia of which Tito was president for Life.",Greek, Junta-appointed President Phaedon Gizikis calls a meeting of old guard politicians with the participation of the commanders of the armed forces. Konstantinos Karamanlis is chosen to assume the premiership.
472,1974,Croatia,"The 1974 Yugoslav Constitution came into force, establishing a nine-member Presidency of Yugoslavia of which Tito was president for Life.",Greek, Constantine Karamanlis returns with the French Presidential jet. Democracy in Athens is restored.
473,1974,Croatia,"The 1974 Yugoslav Constitution came into force, establishing a nine-member Presidency of Yugoslavia of which Tito was president for Life.",Greek," Second phase of the Attila Operation in Cyprus. The Turkish forces advance capturing the 37% of the island. A total of about 3,000 are killed or missing. Another 200,000 become refugees."
474,1974,Croatia,"The 1974 Yugoslav Constitution came into force, establishing a nine-member Presidency of Yugoslavia of which Tito was president for Life.",Greek," Greece withdraws its forces from NATO's military command structure, as a result of the Turkish invasion of Cyprus.[20][21]"
475,1974,Croatia,"The 1974 Yugoslav Constitution came into force, establishing a nine-member Presidency of Yugoslavia of which Tito was president for Life.",Greek, TWA Flight 841 crashes into the Ionian Sea. All 79 passengers and 9 crew members are killed.
476,1974,Croatia,"The 1974 Yugoslav Constitution came into force, establishing a nine-member Presidency of Yugoslavia of which Tito was president for Life.",Greek," Death of Spyridon Marinatos, one of the premier Greek archaeologists of the 20th century."
477,1974,Croatia,"The 1974 Yugoslav Constitution came into force, establishing a nine-member Presidency of Yugoslavia of which Tito was president for Life.",Greek, Makarios returns as President in Cyprus.
478,1974,Croatia,"The 1974 Yugoslav Constitution came into force, establishing a nine-member Presidency of Yugoslavia of which Tito was president for Life.",Greek," With a national referendum, the monarchy is not restored and a parliamentary republic is established."
479,1974,Croatia,"The 1974 Yugoslav Constitution came into force, establishing a nine-member Presidency of Yugoslavia of which Tito was president for Life.",Greek," President pro tempore Phaedon Gizikis is replaced by Michail Stasinopoulos, the first duly elected President of the Third Hellenic Republic."
480,1974,Cyprus,"see Timeline of events in Cyprus, 1974",Greek," The Greek regime sponsors a coup d'état in Nicosia, replacing President Makarios III with Nikos Sampson."
481,1974,Cyprus,"see Timeline of events in Cyprus, 1974",Greek, Turkey invades Cyprus.
482,1974,Cyprus,"see Timeline of events in Cyprus, 1974",Greek, Nikos Sampson is removed from office and replaced with Glafkos Klerides. The coup regime ends. A general ceasefire is declared.
483,1974,Cyprus,"see Timeline of events in Cyprus, 1974",Greek, Junta-appointed President Phaedon Gizikis calls a meeting of old guard politicians with the participation of the commanders of the armed forces. Konstantinos Karamanlis is chosen to assume the premiership.
484,1974,Cyprus,"see Timeline of events in Cyprus, 1974",Greek, Constantine Karamanlis returns with the French Presidential jet. Democracy in Athens is restored.
485,1974,Cyprus,"see Timeline of events in Cyprus, 1974",Greek," Second phase of the Attila Operation in Cyprus. The Turkish forces advance capturing the 37% of the island. A total of about 3,000 are killed or missing. Another 200,000 become refugees."
486,1974,Cyprus,"see Timeline of events in Cyprus, 1974",Greek," Greece withdraws its forces from NATO's military command structure, as a result of the Turkish invasion of Cyprus.[20][21]"
487,1974,Cyprus,"see Timeline of events in Cyprus, 1974",Greek, TWA Flight 841 crashes into the Ionian Sea. All 79 passengers and 9 crew members are killed.
488,1974,Cyprus,"see Timeline of events in Cyprus, 1974",Greek," Death of Spyridon Marinatos, one of the premier Greek archaeologists of the 20th century."
489,1974,Cyprus,"see Timeline of events in Cyprus, 1974",Greek, Makarios returns as President in Cyprus.
490,1974,Cyprus,"see Timeline of events in Cyprus, 1974",Greek," With a national referendum, the monarchy is not restored and a parliamentary republic is established."
491,1974,Cyprus,"see Timeline of events in Cyprus, 1974",Greek," President pro tempore Phaedon Gizikis is replaced by Michail Stasinopoulos, the first duly elected President of the Third Hellenic Republic."
492,1974,France,Valéry Giscard d'Estaing began his term as president of France.,Greek," The Greek regime sponsors a coup d'état in Nicosia, replacing President Makarios III with Nikos Sampson."
493,1974,France,Valéry Giscard d'Estaing began his term as president of France.,Greek, Turkey invades Cyprus.
494,1974,France,Valéry Giscard d'Estaing began his term as president of France.,Greek, Nikos Sampson is removed from office and replaced with Glafkos Klerides. The coup regime ends. A general ceasefire is declared.
495,1974,France,Valéry Giscard d'Estaing began his term as president of France.,Greek, Junta-appointed President Phaedon Gizikis calls a meeting of old guard politicians with the participation of the commanders of the armed forces. Konstantinos Karamanlis is chosen to assume the premiership.
496,1974,France,Valéry Giscard d'Estaing began his term as president of France.,Greek, Constantine Karamanlis returns with the French Presidential jet. Democracy in Athens is restored.
497,1974,France,Valéry Giscard d'Estaing began his term as president of France.,Greek," Second phase of the Attila Operation in Cyprus. The Turkish forces advance capturing the 37% of the island. A total of about 3,000 are killed or missing. Another 200,000 become refugees."
498,1974,France,Valéry Giscard d'Estaing began his term as president of France.,Greek," Greece withdraws its forces from NATO's military command structure, as a result of the Turkish invasion of Cyprus.[20][21]"
499,1974,France,Valéry Giscard d'Estaing began his term as president of France.,Greek, TWA Flight 841 crashes into the Ionian Sea. All 79 passengers and 9 crew members are killed.
500,1974,France,Valéry Giscard d'Estaing began his term as president of France.,Greek," Death of Spyridon Marinatos, one of the premier Greek archaeologists of the 20th century."
501,1974,France,Valéry Giscard d'Estaing began his term as president of France.,Greek, Makarios returns as President in Cyprus.
502,1974,France,Valéry Giscard d'Estaing began his term as president of France.,Greek," With a national referendum, the monarchy is not restored and a parliamentary republic is established."
503,1974,France,Valéry Giscard d'Estaing began his term as president of France.,Greek," President pro tempore Phaedon Gizikis is replaced by Michail Stasinopoulos, the first duly elected President of the Third Hellenic Republic."
504,1974,Germany,Helmut Schmidt of the SPD was elected chancellor of West Germany.,Greek," The Greek regime sponsors a coup d'état in Nicosia, replacing President Makarios III with Nikos Sampson."
505,1974,Germany,Helmut Schmidt of the SPD was elected chancellor of West Germany.,Greek, Turkey invades Cyprus.
506,1974,Germany,Helmut Schmidt of the SPD was elected chancellor of West Germany.,Greek, Nikos Sampson is removed from office and replaced with Glafkos Klerides. The coup regime ends. A general ceasefire is declared.
507,1974,Germany,Helmut Schmidt of the SPD was elected chancellor of West Germany.,Greek, Junta-appointed President Phaedon Gizikis calls a meeting of old guard politicians with the participation of the commanders of the armed forces. Konstantinos Karamanlis is chosen to assume the premiership.
508,1974,Germany,Helmut Schmidt of the SPD was elected chancellor of West Germany.,Greek, Constantine Karamanlis returns with the French Presidential jet. Democracy in Athens is restored.
509,1974,Germany,Helmut Schmidt of the SPD was elected chancellor of West Germany.,Greek," Second phase of the Attila Operation in Cyprus. The Turkish forces advance capturing the 37% of the island. A total of about 3,000 are killed or missing. Another 200,000 become refugees."
510,1974,Germany,Helmut Schmidt of the SPD was elected chancellor of West Germany.,Greek," Greece withdraws its forces from NATO's military command structure, as a result of the Turkish invasion of Cyprus.[20][21]"
511,1974,Germany,Helmut Schmidt of the SPD was elected chancellor of West Germany.,Greek, TWA Flight 841 crashes into the Ionian Sea. All 79 passengers and 9 crew members are killed.
512,1974,Germany,Helmut Schmidt of the SPD was elected chancellor of West Germany.,Greek," Death of Spyridon Marinatos, one of the premier Greek archaeologists of the 20th century."
513,1974,Germany,Helmut Schmidt of the SPD was elected chancellor of West Germany.,Greek, Makarios returns as President in Cyprus.
514,1974,Germany,Helmut Schmidt of the SPD was elected chancellor of West Germany.,Greek," With a national referendum, the monarchy is not restored and a parliamentary republic is established."
515,1974,Germany,Helmut Schmidt of the SPD was elected chancellor of West Germany.,Greek," President pro tempore Phaedon Gizikis is replaced by Michail Stasinopoulos, the first duly elected President of the Third Hellenic Republic."
516,1974,Ireland,"A power-sharing Northern Ireland Executive takes office, but resigns in May as a result of the Ulster Workers' Council strike; the Assembly is suspended and later abolished.",Greek," The Greek regime sponsors a coup d'état in Nicosia, replacing President Makarios III with Nikos Sampson."
517,1974,Ireland,"A power-sharing Northern Ireland Executive takes office, but resigns in May as a result of the Ulster Workers' Council strike; the Assembly is suspended and later abolished.",Greek, Turkey invades Cyprus.
518,1974,Ireland,"A power-sharing Northern Ireland Executive takes office, but resigns in May as a result of the Ulster Workers' Council strike; the Assembly is suspended and later abolished.",Greek, Nikos Sampson is removed from office and replaced with Glafkos Klerides. The coup regime ends. A general ceasefire is declared.
519,1974,Ireland,"A power-sharing Northern Ireland Executive takes office, but resigns in May as a result of the Ulster Workers' Council strike; the Assembly is suspended and later abolished.",Greek, Junta-appointed President Phaedon Gizikis calls a meeting of old guard politicians with the participation of the commanders of the armed forces. Konstantinos Karamanlis is chosen to assume the premiership.
520,1974,Ireland,"A power-sharing Northern Ireland Executive takes office, but resigns in May as a result of the Ulster Workers' Council strike; the Assembly is suspended and later abolished.",Greek, Constantine Karamanlis returns with the French Presidential jet. Democracy in Athens is restored.
521,1974,Ireland,"A power-sharing Northern Ireland Executive takes office, but resigns in May as a result of the Ulster Workers' Council strike; the Assembly is suspended and later abolished.",Greek," Second phase of the Attila Operation in Cyprus. The Turkish forces advance capturing the 37% of the island. A total of about 3,000 are killed or missing. Another 200,000 become refugees."
522,1974,Ireland,"A power-sharing Northern Ireland Executive takes office, but resigns in May as a result of the Ulster Workers' Council strike; the Assembly is suspended and later abolished.",Greek," Greece withdraws its forces from NATO's military command structure, as a result of the Turkish invasion of Cyprus.[20][21]"
523,1974,Ireland,"A power-sharing Northern Ireland Executive takes office, but resigns in May as a result of the Ulster Workers' Council strike; the Assembly is suspended and later abolished.",Greek, TWA Flight 841 crashes into the Ionian Sea. All 79 passengers and 9 crew members are killed.
524,1974,Ireland,"A power-sharing Northern Ireland Executive takes office, but resigns in May as a result of the Ulster Workers' Council strike; the Assembly is suspended and later abolished.",Greek," Death of Spyridon Marinatos, one of the premier Greek archaeologists of the 20th century."
525,1974,Ireland,"A power-sharing Northern Ireland Executive takes office, but resigns in May as a result of the Ulster Workers' Council strike; the Assembly is suspended and later abolished.",Greek, Makarios returns as President in Cyprus.
526,1974,Ireland,"A power-sharing Northern Ireland Executive takes office, but resigns in May as a result of the Ulster Workers' Council strike; the Assembly is suspended and later abolished.",Greek," With a national referendum, the monarchy is not restored and a parliamentary republic is established."
527,1974,Ireland,"A power-sharing Northern Ireland Executive takes office, but resigns in May as a result of the Ulster Workers' Council strike; the Assembly is suspended and later abolished.",Greek," President pro tempore Phaedon Gizikis is replaced by Michail Stasinopoulos, the first duly elected President of the Third Hellenic Republic."
528,1974,Italy,"A referendum asking voters to repeal a government law allowing divorce is defeated. The result of Italian divorce referendum, 1974 is the retention of the law allowing divorce.",Greek," The Greek regime sponsors a coup d'état in Nicosia, replacing President Makarios III with Nikos Sampson."
529,1974,Italy,"A referendum asking voters to repeal a government law allowing divorce is defeated. The result of Italian divorce referendum, 1974 is the retention of the law allowing divorce.",Greek, Turkey invades Cyprus.
530,1974,Italy,"A referendum asking voters to repeal a government law allowing divorce is defeated. The result of Italian divorce referendum, 1974 is the retention of the law allowing divorce.",Greek, Nikos Sampson is removed from office and replaced with Glafkos Klerides. The coup regime ends. A general ceasefire is declared.
531,1974,Italy,"A referendum asking voters to repeal a government law allowing divorce is defeated. The result of Italian divorce referendum, 1974 is the retention of the law allowing divorce.",Greek, Junta-appointed President Phaedon Gizikis calls a meeting of old guard politicians with the participation of the commanders of the armed forces. Konstantinos Karamanlis is chosen to assume the premiership.
532,1974,Italy,"A referendum asking voters to repeal a government law allowing divorce is defeated. The result of Italian divorce referendum, 1974 is the retention of the law allowing divorce.",Greek, Constantine Karamanlis returns with the French Presidential jet. Democracy in Athens is restored.
533,1974,Italy,"A referendum asking voters to repeal a government law allowing divorce is defeated. The result of Italian divorce referendum, 1974 is the retention of the law allowing divorce.",Greek," Second phase of the Attila Operation in Cyprus. The Turkish forces advance capturing the 37% of the island. A total of about 3,000 are killed or missing. Another 200,000 become refugees."
534,1974,Italy,"A referendum asking voters to repeal a government law allowing divorce is defeated. The result of Italian divorce referendum, 1974 is the retention of the law allowing divorce.",Greek," Greece withdraws its forces from NATO's military command structure, as a result of the Turkish invasion of Cyprus.[20][21]"
535,1974,Italy,"A referendum asking voters to repeal a government law allowing divorce is defeated. The result of Italian divorce referendum, 1974 is the retention of the law allowing divorce.",Greek, TWA Flight 841 crashes into the Ionian Sea. All 79 passengers and 9 crew members are killed.
536,1974,Italy,"A referendum asking voters to repeal a government law allowing divorce is defeated. The result of Italian divorce referendum, 1974 is the retention of the law allowing divorce.",Greek," Death of Spyridon Marinatos, one of the premier Greek archaeologists of the 20th century."
537,1974,Italy,"A referendum asking voters to repeal a government law allowing divorce is defeated. The result of Italian divorce referendum, 1974 is the retention of the law allowing divorce.",Greek, Makarios returns as President in Cyprus.
538,1974,Italy,"A referendum asking voters to repeal a government law allowing divorce is defeated. The result of Italian divorce referendum, 1974 is the retention of the law allowing divorce.",Greek," With a national referendum, the monarchy is not restored and a parliamentary republic is established."
539,1974,Italy,"A referendum asking voters to repeal a government law allowing divorce is defeated. The result of Italian divorce referendum, 1974 is the retention of the law allowing divorce.",Greek," President pro tempore Phaedon Gizikis is replaced by Michail Stasinopoulos, the first duly elected President of the Third Hellenic Republic."
540,1974,Malta,"Malta becomes a Republic, with the last Governor-General, Sir Anthony Mamo, serving as its first President.  Malta remains a member of the Commonwealth of Nations.",Greek," The Greek regime sponsors a coup d'état in Nicosia, replacing President Makarios III with Nikos Sampson."
541,1974,Malta,"Malta becomes a Republic, with the last Governor-General, Sir Anthony Mamo, serving as its first President.  Malta remains a member of the Commonwealth of Nations.",Greek, Turkey invades Cyprus.
542,1974,Malta,"Malta becomes a Republic, with the last Governor-General, Sir Anthony Mamo, serving as its first President.  Malta remains a member of the Commonwealth of Nations.",Greek, Nikos Sampson is removed from office and replaced with Glafkos Klerides. The coup regime ends. A general ceasefire is declared.
543,1974,Malta,"Malta becomes a Republic, with the last Governor-General, Sir Anthony Mamo, serving as its first President.  Malta remains a member of the Commonwealth of Nations.",Greek, Junta-appointed President Phaedon Gizikis calls a meeting of old guard politicians with the participation of the commanders of the armed forces. Konstantinos Karamanlis is chosen to assume the premiership.
544,1974,Malta,"Malta becomes a Republic, with the last Governor-General, Sir Anthony Mamo, serving as its first President.  Malta remains a member of the Commonwealth of Nations.",Greek, Constantine Karamanlis returns with the French Presidential jet. Democracy in Athens is restored.
545,1974,Malta,"Malta becomes a Republic, with the last Governor-General, Sir Anthony Mamo, serving as its first President.  Malta remains a member of the Commonwealth of Nations.",Greek," Second phase of the Attila Operation in Cyprus. The Turkish forces advance capturing the 37% of the island. A total of about 3,000 are killed or missing. Another 200,000 become refugees."
546,1974,Malta,"Malta becomes a Republic, with the last Governor-General, Sir Anthony Mamo, serving as its first President.  Malta remains a member of the Commonwealth of Nations.",Greek," Greece withdraws its forces from NATO's military command structure, as a result of the Turkish invasion of Cyprus.[20][21]"
547,1974,Malta,"Malta becomes a Republic, with the last Governor-General, Sir Anthony Mamo, serving as its first President.  Malta remains a member of the Commonwealth of Nations.",Greek, TWA Flight 841 crashes into the Ionian Sea. All 79 passengers and 9 crew members are killed.
548,1974,Malta,"Malta becomes a Republic, with the last Governor-General, Sir Anthony Mamo, serving as its first President.  Malta remains a member of the Commonwealth of Nations.",Greek," Death of Spyridon Marinatos, one of the premier Greek archaeologists of the 20th century."
549,1974,Malta,"Malta becomes a Republic, with the last Governor-General, Sir Anthony Mamo, serving as its first President.  Malta remains a member of the Commonwealth of Nations.",Greek, Makarios returns as President in Cyprus.
